age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
21,F,Low,UK,3.7,60.83278392993371,43,3,37.257666666666665,5,10.909292599382084,85.83653748499044,0.9463650056162949,57.698057321308475,39,40,37,6,6,4,86,97,36,24,77,42,Medium,1,168
20,M,Medium,CN,3.03,82.78647068430777,11,1,27.757666666666665,4,10.101678325147438,71.23902243566431,0.26952862616121576,61.54115742895217,48,15,43,2,5,2,23,17,37,78,34,20,Low,1,14
19,F,Medium,DE,2.25,67.88496108892107,60,5,34.257666666666665,13,5.06796122454199,74.38228228994704,0.5386914103172109,59.4120723415075,47,11,13,1,4,6,91,49,75,0,60,45,Medium,0,12
22,M,High,US,4.0,75.94998845602996,72,0,33.757666666666665,3,18.22417956476412,74.43583754545277,-0.3125968580321761,67.62408873217781,25,9,19,5,6,1,62,91,31,86,94,15,Low,0,5
28,M,Medium,US,3.19,73.61905532325979,30,4,26.757666666666665,5,8.534425556051147,96.82383079301378,-0.566542323828253,43.82424136423395,33,35,31,2,6,5,18,73,43,81,38,37,Medium,0,1
18,M,High,IN,2.84,70.14022316580753,59,4,27.757666666666665,4,6.01220988786795,38.87254163204757,-0.10038885844715173,48.95282277999999,5,24,35,2,2,4,9,92,51,76,23,0,Low,1,65
21,M,Low,CN,3.48,80.35441729706328,43,3,33.257666666666665,4,11.747661961318013,68.08291649102883,-0.1665704218704538,74.27682826185732,6,48,2,5,3,5,17,67,8,76,63,52,Medium,1,21
18,M,Medium,DE,3.35,54.319708526939344,14,1,28.757666666666665,7,9.986273786596133,70.45094179580731,0.9690944302231312,51.75311240398688,47,35,28,5,2,1,58,0,36,85,93,54,Medium,0,13
24,F,Low,CN,3.66,76.84511518081302,39,3,37.757666666666665,5,7.5620788712313205,69.69584840740842,-0.7097610130892058,50.05454266999709,8,29,11,5,3,1,9,1,54,11,80,26,Low,1,24
21,M,Medium,CN,2.67,79.09710024650025,43,3,44.257666666666665,3,11.171844897252313,81.99258949647668,-0.7296561425633876,43.16356908798042,2,9,23,1,1,2,45,80,28,50,37,0,Low,0,132
27,F,Low,US,3.16,66.40723453593988,34,1,32.257666666666665,6,7.982757870181603,82.37312623393406,0.2423678845965953,50.79917348259874,3,45,41,2,4,6,92,46,45,55,79,7,Low,1,15
25,M,Low,CN,2.41,95.13218721449384,92,0,26.257666666666665,3,9.112924674557005,66.75751195964531,0.12383250753156205,39.45887842411342,0,15,7,4,1,3,98,53,54,50,89,8,Low,0,6
27,M,Medium,CN,3.33,74.05541625202684,39,2,24.257666666666665,9,14.396872585053824,44.657373192560755,0.09245582316875911,74.58600261294944,21,41,48,6,5,6,16,61,97,33,0,14,Low,0,48
25,M,Medium,CN,2.99,77.62515757535164,63,2,24.257666666666665,6,10.370635258328273,100.0,-0.17593878886789804,51.018729295484775,4,0,17,2,6,2,63,55,58,87,72,0,Low,0,15
23,M,Low,UK,3.14,74.07780836085297,1,5,24.257666666666665,6,11.842360074939814,69.9064578075267,-0.277756302477399,38.32657930253209,8,35,39,4,1,4,54,100,13,10,70,4,Low,0,55
28,F,Low,CN,2.93,79.18433879569415,31,3,18.757666666666665,1,8.433617877784025,71.31218729067533,-0.8257377810287354,55.936631577442895,44,39,9,6,2,3,47,3,74,37,53,74,High,1,51
23,M,Medium,US,2.87,93.0814409350605,89,3,18.257666666666665,6,10.459604758208565,88.93433717532551,0.5849577242611366,32.07032200464096,1,3,36,4,1,6,9,15,68,46,20,0,Low,0,34
29,F,Medium,US,2.57,100.0,90,2,26.257666666666665,6,7.6875583170453154,64.10077986104983,-0.1070497920777762,42.88454125022997,5,36,42,2,5,3,38,8,33,17,83,0,Low,0,23
29,F,Low,US,3.4,87.45639203700658,98,2,28.257666666666665,5,7.554751870377442,89.37570903809959,0.7945609565202196,87.08981712602034,26,1,34,5,5,4,59,68,72,0,53,0,Low,0,59
25,F,Medium,UK,3.74,90.87993766971772,5,6,26.257666666666665,4,8.762875145718905,65.40162244912739,-0.008797586056179085,38.237354742018255,10,27,47,2,4,2,66,52,12,83,91,0,Low,1,10
26,M,Low,DE,2.72,97.16427481477082,87,0,34.757666666666665,6,7.916476205601581,97.43654640587383,0.8070740268457957,57.131395722652485,15,46,3,3,4,4,42,44,85,47,75,58,Medium,0,31
21,M,Medium,DE,3.28,82.48871076766457,27,4,36.257666666666665,4,13.114114822965913,76.8298142475395,0.8480161672508384,100.0,23,20,46,2,4,4,93,90,16,3,29,0,Low,0,27
27,F,Medium,IN,3.22,95.7025087361187,0,2,24.257666666666665,3,11.737411457024642,59.86816636765625,0.1184154112987248,64.98507768921661,10,35,28,5,2,6,23,47,85,14,96,17,Low,0,20
26,M,Low,US,3.0,87.92401132390404,9,4,26.757666666666665,5,3.123097996529994,100.0,0.5948985063138474,49.78416495086376,37,9,12,6,4,4,54,84,32,28,37,34,Medium,0,17
28,M,Low,UK,2.24,81.43987359311572,75,1,38.757666666666665,7,15.17254848919533,79.03594987792461,-0.7921485687696908,20.246642851479848,35,27,34,6,3,3,68,15,40,35,3,28,Low,1,28
21,F,Low,US,2.35,83.50341034451468,59,1,23.257666666666665,0,11.923397878827005,60.866917387561706,-0.7655474418607731,63.338417150327544,0,23,24,1,3,4,20,34,26,28,5,0,Low,0,4
27,F,Low,UK,2.61,61.78583036632176,57,1,33.257666666666665,7,13.433813441444883,48.89297274554873,0.4005859716867486,44.64595171535278,29,0,38,6,5,5,47,53,75,38,33,0,Low,0,6
23,F,Medium,IN,1.93,82.9211926044615,89,2,33.257666666666665,1,9.487164162416411,80.46366996426252,-0.8982785229639991,71.15601936776416,16,42,37,4,6,2,10,86,64,24,23,21,Low,1,55
20,M,High,DE,3.7,64.56252479553703,9,3,31.757666666666665,6,5.517849279213929,90.76109120522642,0.4228706945915808,46.47497857804957,28,6,36,1,2,5,49,4,39,7,6,0,Low,1,100
20,F,High,UK,3.18,63.74730848388893,8,1,32.757666666666665,3,6.027850753085904,75.80585769702175,-0.5386900168002822,65.5432672651892,33,3,42,1,4,3,66,44,77,99,85,0,Low,1,25
24,M,Medium,UK,2.99,81.92878689025225,94,4,37.757666666666665,4,15.121744421450673,74.9509700198493,-0.5304682702885652,88.92752464688168,18,35,16,1,4,6,97,41,90,62,77,37,Medium,1,16
21,F,Medium,CN,1.9,68.85921404799946,61,1,32.257666666666665,4,5.118160212510467,93.3792256301389,-0.2795271806256334,73.42532222068436,31,42,11,3,6,3,3,78,42,19,3,62,High,0,10
19,F,Medium,DE,2.09,79.92886248696622,78,2,29.257666666666665,7,5.663126355247911,78.97502568274493,0.8488935359838927,33.633331268914944,38,11,29,5,4,4,31,40,71,51,17,20,Low,1,6
23,F,High,CN,3.0,81.38434519349865,53,0,33.257666666666665,4,8.701512018603928,60.13155370577207,0.4212659554420879,61.77933102575979,40,34,11,3,3,2,30,32,91,40,85,63,High,1,48
25,F,Low,UK,3.99,81.83049600817135,14,4,27.257666666666665,2,5.84567720015488,60.77590297803829,0.5030017442481041,79.2696031823001,7,18,41,1,6,2,100,17,4,66,12,0,Low,1,32
21,M,Low,IN,2.65,70.95878592957898,52,2,41.257666666666665,9,11.599420184556411,78.33359139448439,0.566111732150262,29.607640202763008,28,39,46,2,6,1,87,75,28,51,7,21,Low,1,16
29,M,Medium,CN,3.43,88.98682382481199,97,0,23.257666666666665,4,11.832389615246443,77.53192617443739,0.6632400024911052,93.7445151174962,22,42,25,4,5,5,84,100,19,83,9,39,Medium,0,12
27,M,Low,DE,2.76,79.1076476353392,11,3,35.257666666666665,7,11.241064814948738,86.31930361243374,-0.6593293983905546,62.81840543004014,45,29,40,3,6,3,86,77,59,14,80,34,Medium,0,37
24,M,Medium,IN,3.03,84.41075680171161,12,1,32.757666666666665,6,8.157535768534958,75.52932486787066,0.883698340129875,71.52901765164998,19,16,21,5,5,1,16,71,91,32,71,14,Low,1,72
29,F,High,US,3.61,68.03560386053003,35,1,25.257666666666665,2,10.866282008937887,80.19800782999391,-0.20598223487549805,53.123423771575766,12,18,44,5,2,2,20,56,98,58,53,0,Low,0,46
23,M,High,IN,2.83,78.21672443204012,45,5,41.257666666666665,4,15.350716667166887,75.22170910703389,0.12344613806904703,60.926405960783974,40,26,4,1,5,4,35,96,56,51,9,62,High,1,31
19,F,Low,IN,2.65,90.9729448327012,63,1,26.257666666666665,5,5.698020769591367,84.46371104191265,0.6205321731241398,42.111033234211966,20,9,50,5,6,5,68,23,93,37,58,0,Low,0,22
18,M,Medium,CN,3.71,89.70177631808701,16,2,25.757666666666665,6,13.350058420605327,81.18770206906294,0.7051640158750645,90.94151170197927,9,3,27,1,6,5,31,74,78,78,45,0,Low,0,12
29,M,Medium,US,3.02,72.02707317075605,94,3,26.257666666666665,8,12.42395932994119,66.12481090594791,0.012212802640878095,95.86106974724026,27,34,48,1,5,6,81,27,77,38,26,13,Low,1,1
29,M,Medium,US,3.55,74.54441809425154,15,4,25.257666666666665,4,9.684208234643817,67.1744482083283,0.08943323107606305,100.0,50,25,36,4,2,6,73,49,85,35,16,39,Medium,0,17
26,F,Medium,IN,2.66,70.11313269936181,20,5,27.757666666666665,5,10.499110960526814,74.8586411938318,-0.18080238260188097,24.685290137502506,15,25,37,6,5,3,71,12,83,47,3,3,Low,0,21
19,F,Low,CN,3.7,73.43587081739118,97,1,40.257666666666665,6,11.070164875324506,71.68106190496825,-0.9009559452312967,66.59084350746966,8,36,18,6,1,3,26,61,4,56,63,26,Low,1,74
21,F,High,US,3.14,66.00932459293472,38,1,40.257666666666665,4,7.07041718071488,89.71356435841759,0.2952161360333283,68.64235429898531,24,24,33,5,4,2,52,43,59,18,68,15,Low,0,4
18,M,High,IN,3.22,78.61824127591527,57,2,30.757666666666665,4,5.103138584644391,73.17879955163856,0.3544152258985527,45.888880958975335,22,11,38,4,2,5,28,16,11,56,14,0,Low,0,9
18,M,Medium,IN,3.07,86.33138398182844,43,1,28.757666666666665,3,12.71955974104027,48.648861385294936,-0.05401741000333349,67.45630157581311,15,0,37,5,1,5,61,78,14,26,28,0,Low,0,10
20,F,Medium,US,2.75,72.14947136198921,26,2,29.757666666666665,3,6.265267386941826,52.27034681382821,-0.9037815424588247,31.26785136041272,30,29,50,6,6,4,74,15,94,26,23,9,Low,0,3
24,F,Medium,IN,3.0,79.09393717338823,51,2,29.757666666666665,6,6.720553313389235,66.41317649884884,0.13170675370065088,89.43186640179796,1,30,2,6,5,5,45,73,68,64,98,29,Low,0,44
18,M,Medium,IN,2.78,77.79501592368644,78,3,32.757666666666665,7,8.453282856000083,80.82684412136575,-0.7938463911587483,29.336550342401182,21,29,10,5,5,4,78,49,61,53,86,40,Medium,1,169
29,F,Low,US,3.48,90.55118731598219,1,3,25.257666666666665,3,10.853479286105692,59.121197711588835,-0.09194066077585372,65.00862697855733,6,4,21,2,4,5,29,97,95,93,9,0,Low,0,3
23,M,Medium,UK,2.9,73.88408163195578,88,6,37.257666666666665,4,8.501931779040534,79.76991465450462,0.5968566918901999,75.78381906428507,44,41,31,2,1,5,74,20,72,24,1,54,Medium,1,16
21,M,Low,US,2.25,74.24783892349149,18,0,35.257666666666665,12,7.828065255053233,58.49437887261045,-0.5459533869346058,48.01000434113588,28,45,30,3,4,4,20,54,50,50,93,43,Medium,1,9
24,F,High,CN,2.16,71.53978871707639,92,1,31.757666666666665,3,12.858283931531158,72.38163254902422,0.8377732117075674,87.45208665271804,32,18,17,2,3,1,50,77,39,15,3,33,Medium,0,11
27,M,Medium,UK,2.14,68.62490479921513,97,3,30.257666666666665,5,9.000369401108271,76.21795819634171,0.41656152318003903,23.50005307285523,30,1,6,6,6,4,88,42,30,36,22,25,Low,1,25
21,M,Medium,DE,3.31,85.2918499144697,94,4,30.257666666666665,9,7.604490503974128,52.85073692810728,-0.4850310914008291,59.38730678873004,34,45,12,4,4,5,75,29,24,80,74,67,High,0,1
18,F,Medium,CN,2.42,78.64889203669522,65,1,39.757666666666665,7,11.183874603231937,75.93452609192899,-0.5404805469866119,26.267285448101603,34,32,39,3,6,6,48,32,37,50,16,27,Low,1,37
18,F,High,CN,3.15,80.54809859823303,91,1,29.757666666666665,6,10.175757425764814,94.23328005877903,-0.8507310366319067,44.534261664102715,44,23,28,2,1,1,59,8,10,87,21,39,Medium,0,5
28,M,Low,UK,3.07,92.74641156195396,86,1,32.757666666666665,7,10.08615824866149,67.03676745457247,0.7477737858151652,50.12358835722093,31,9,0,5,2,2,64,88,1,65,70,40,Medium,0,22
19,M,Low,DE,2.97,93.32080725927872,64,0,31.257666666666665,5,11.330303245249867,71.14664848925482,-0.8739575014896921,48.903032420213094,6,1,19,2,4,6,86,59,21,81,23,0,Low,0,16
25,F,Low,IN,3.22,63.537656921651966,90,2,33.257666666666665,4,9.587657727354605,73.80071200163478,0.2526089005971348,85.41790872630958,18,11,20,5,6,6,30,46,46,13,64,9,Low,1,63
22,F,Medium,UK,3.08,86.47834673095568,34,0,30.757666666666665,4,12.534139785178516,71.3594738290019,0.5029106848496936,36.55212009638568,22,3,31,3,1,1,71,56,10,62,0,0,Low,1,155
27,F,High,CN,1.65,82.25646925711189,84,1,26.257666666666665,4,5.71479478472956,70.36073764107148,-0.4897828294607762,28.914498980756488,46,8,41,1,1,2,94,2,33,88,96,13,Low,0,10
18,F,Low,US,2.84,75.38409000854064,93,1,28.757666666666665,4,13.723852331481735,69.20162829722739,-0.23917819196518852,51.3786837261466,20,46,33,4,5,6,61,26,93,7,51,33,Medium,0,4
28,M,High,UK,3.21,83.27683687027942,64,2,39.757666666666665,6,7.26041708029966,46.48847487704914,-0.412316807830295,62.26666416220128,44,34,50,1,1,1,72,8,57,13,55,28,Low,0,58
26,F,Low,DE,3.82,62.73616764779214,12,7,27.757666666666665,3,5.090068916611626,76.79406208038554,0.6034624899640373,70.0639064785532,38,3,21,6,2,2,62,13,87,53,40,20,Low,0,14
23,M,Medium,US,3.84,94.626423427764,21,2,23.257666666666665,5,7.635052653247041,53.87538242063653,0.9908307157541432,83.07640726181882,19,40,41,2,4,6,94,89,18,77,53,18,Low,0,22
20,M,Low,US,2.32,85.14944097071907,17,1,26.757666666666665,5,8.95142483707638,75.64731032982074,0.9411946771491606,16.999685491401415,42,40,0,6,3,3,29,63,76,96,84,82,High,1,57
29,F,Medium,DE,2.83,71.34802255167341,53,1,40.257666666666665,9,7.795044477554344,80.51766428315783,-0.860992681858229,93.77277542726199,24,9,15,4,5,5,94,4,12,59,98,18,Low,0,33
21,M,Medium,CN,2.22,74.14589778180476,43,1,36.257666666666665,3,7.104511656523916,76.10347201268002,0.35563553858257313,43.63140537694758,22,50,46,5,1,4,59,74,2,91,10,26,Low,0,48
23,F,Medium,IN,3.76,62.9685352445256,83,1,27.257666666666665,6,13.031723379146031,56.74498030671651,0.16993423619662495,54.43057170314244,6,6,2,1,4,2,61,69,0,48,48,10,Low,1,10
22,M,Low,UK,3.51,76.86042750163746,28,1,31.757666666666665,2,7.38809977488112,74.73111907424367,0.8600748280700996,60.463389042124305,5,42,49,2,4,3,98,19,52,81,100,0,Low,0,9
20,F,High,IN,3.18,75.17268022759417,16,1,32.757666666666665,5,3.2266294635402435,66.79528252273337,0.15588426491684748,16.592419084722707,28,15,26,1,2,4,6,32,0,13,77,17,Low,0,13
22,F,High,IN,3.08,66.74889612876241,62,2,25.757666666666665,4,8.94867501756676,61.15200393453212,-0.08508317081431227,51.35133405101567,38,20,14,3,5,5,95,75,24,70,5,44,Medium,1,51
19,M,Medium,IN,3.69,87.76702233709779,14,3,25.257666666666665,8,16.136170109701446,100.0,-0.10214890716331859,79.84096148309004,43,22,1,2,3,3,95,32,69,29,92,64,High,0,1
18,M,Medium,CN,3.61,92.76797189694476,91,2,26.757666666666665,3,6.807886594261844,56.527158129471864,0.707232317383681,72.62850324556284,39,11,43,1,6,5,12,66,7,51,22,7,Low,0,2
21,F,Medium,US,3.58,79.72639509955522,8,3,37.257666666666665,5,7.301050447501313,77.4209744353083,0.344211471277019,49.99096156797572,22,43,8,2,5,1,64,43,89,88,15,57,Medium,1,22
19,M,Low,IN,3.23,76.94353117153632,49,3,36.257666666666665,4,8.788967886374362,92.88651763874016,-0.8518837803023691,64.26075965847588,14,8,46,4,5,3,39,78,2,44,14,0,Low,0,6
22,M,High,IN,2.83,84.34984602131794,95,1,32.757666666666665,3,14.632647340151419,75.74182815358567,0.8670463802129467,69.23065636372621,20,31,50,4,4,5,22,52,83,8,23,1,Low,0,54
28,M,Low,US,3.38,79.80361037504957,55,3,31.757666666666665,5,8.921425801745883,60.77305287300572,0.35747696849152,54.82436948973095,8,18,11,4,5,5,22,6,72,59,78,15,Low,0,114
19,F,Medium,UK,3.41,69.17820783768813,81,2,26.257666666666665,2,6.930006384122938,61.731246415987364,-0.6899010965678511,69.8497849032706,26,49,35,5,1,5,0,64,85,5,25,40,Medium,0,16
18,M,Low,US,2.9,73.47322013412739,42,2,32.757666666666665,7,11.089224341497662,49.04555838629325,-0.06130976444165803,43.991099622284615,7,25,24,3,3,3,77,97,38,47,28,8,Low,0,15
19,F,Low,DE,2.82,77.03563993251969,76,2,33.257666666666665,7,10.865948765315451,71.40207385508663,-0.4986780055673614,41.09311946538905,38,44,29,6,3,4,28,79,5,18,56,53,Medium,0,43
24,M,Medium,US,3.57,82.48186594476697,71,0,36.757666666666665,3,11.45995139787297,71.95374847098267,0.18275287046371247,54.06018652974263,5,24,4,2,1,4,56,66,59,41,2,25,Low,0,43
21,M,Medium,IN,3.83,80.09336717876468,51,0,24.257666666666665,8,6.813048027104452,66.23961547813995,0.11247710075196005,11.71425587919935,20,36,22,4,5,1,41,11,96,69,34,34,Medium,0,5
23,M,High,US,2.63,82.10369379987115,10,4,33.257666666666665,6,8.306545902580392,91.35716061532987,0.9405252911842621,73.86549723403184,14,31,22,6,4,5,89,26,78,60,53,23,Low,0,1
18,F,High,IN,2.87,64.75172016716078,98,2,34.757666666666665,5,13.377004534592217,69.44001650373109,-0.8896738209687005,61.662912269470105,31,18,28,1,2,2,14,90,66,22,65,21,Low,0,4
21,M,Low,UK,3.18,86.65217744084929,4,5,31.257666666666665,5,11.227042140909989,46.74958209237874,-0.09936570494997676,55.55645670955353,36,40,15,1,1,4,12,88,45,92,24,61,High,0,33
22,M,Low,US,3.24,80.03415884008513,36,1,31.757666666666665,3,12.426013784577663,92.7471432969333,-0.634226740622509,75.93100961877083,19,16,22,4,6,6,73,4,23,17,19,13,Low,0,27
23,F,Medium,CN,2.74,100.0,64,1,29.257666666666665,5,9.837678024191682,52.77314508917894,-0.9559705432135668,67.74220080364017,14,8,8,5,4,1,62,58,13,22,62,14,Low,1,55
24,M,Medium,UK,3.94,76.12365629823587,77,0,29.757666666666665,6,13.169130741881396,78.21337197776714,0.556327657471476,81.27601263638024,46,34,16,1,5,3,57,83,5,67,26,64,High,0,10
27,M,Medium,CN,3.21,83.23458495109372,54,3,24.257666666666665,4,10.879452763325009,80.18038502938575,0.5152954234325904,91.5968274984483,42,16,28,5,1,5,48,16,95,13,45,30,Low,0,38
23,M,High,US,3.27,100.0,40,0,29.257666666666665,4,8.429387058431582,69.42552279291556,0.8684080802607412,66.61120357001145,43,36,31,1,6,1,54,96,94,99,95,48,Medium,0,28
28,M,Medium,UK,3.88,81.94091629503178,41,1,16.757666666666665,6,12.236396363361525,84.62686537561939,0.17661461289429226,45.60515659103363,17,37,6,4,1,3,59,86,65,15,8,48,Medium,1,20
24,F,Low,US,2.78,79.32369460723983,98,4,27.757666666666665,4,7.374820017524572,71.78472574901659,-0.48840722210319076,74.49780854903345,2,36,31,2,6,5,94,55,43,38,90,7,Low,0,33
21,F,Medium,US,2.96,70.13078105249349,33,1,21.257666666666665,4,14.630651445193216,65.24067547779941,-0.27403145279089514,45.671304031664974,35,45,18,2,4,1,82,72,20,70,90,62,High,0,6
20,F,Medium,CN,2.37,95.28266367208985,86,0,28.757666666666665,8,13.024378781909373,39.36482832225316,0.2091400204289613,44.754889773867276,10,39,12,6,6,6,91,5,97,76,99,37,Medium,0,50
21,F,Medium,IN,2.91,68.4089841382343,5,3,33.257666666666665,4,9.121880281159028,44.6609656888193,0.25758249814504275,54.146778221523036,10,42,44,6,6,2,85,28,68,87,22,8,Low,1,1
25,M,Low,US,2.26,84.27120916848122,66,1,33.257666666666665,3,9.445086364120817,100.0,-0.9148148469409774,83.16257039057506,40,48,39,3,6,5,22,12,6,50,44,49,Medium,0,32
20,M,Medium,UK,3.37,75.26444678691618,68,3,34.757666666666665,11,10.397087719737629,81.67534997268392,0.8214275666131581,75.00379169617649,5,49,34,4,5,2,0,54,43,77,0,20,Low,0,8
28,M,Medium,CN,3.21,78.10663737421977,68,0,20.757666666666665,5,9.481413359547897,89.49275706864431,0.8521186799579383,77.71687140011905,42,2,21,6,1,3,55,81,35,67,40,23,Low,0,8
23,F,Low,DE,2.86,65.76067731389942,42,2,35.257666666666665,9,13.956998225650603,100.0,0.5970228076769271,62.457822376638845,12,40,41,5,5,6,86,40,80,40,58,11,Low,0,17
28,M,Medium,CN,2.95,93.43127221733894,69,1,38.757666666666665,3,8.383707717219977,65.2824109889126,-0.5003911344170711,71.38810655752229,16,44,21,5,4,6,42,40,73,17,80,39,Medium,0,9
26,F,Medium,CN,3.38,77.22202694081723,44,3,34.757666666666665,7,5.492384130502017,68.60893264104352,-0.3038361258177815,72.01763845702311,31,49,11,5,5,4,99,0,72,57,83,69,High,0,1
22,M,Medium,DE,2.43,67.84910341106966,59,2,37.757666666666665,1,9.224046479552648,45.97573481053149,0.4048483797734359,46.23399293233508,35,10,24,4,6,2,25,15,78,78,17,21,Low,1,46
20,F,Medium,US,3.1,92.52690597040092,90,1,31.757666666666665,6,12.257625135994047,66.38276922554654,-0.38852335370166213,71.76568385624188,33,47,28,1,3,1,77,48,26,4,49,52,Medium,0,7
26,M,High,IN,3.35,74.95863186962697,67,0,26.757666666666665,5,13.044013767676786,65.9891721352969,-0.22451046837897537,59.921298955893555,25,50,31,1,2,5,11,45,42,58,2,44,Medium,0,6
21,F,Low,UK,2.11,83.34607291730721,74,2,25.257666666666665,8,10.341435995099316,64.86600482657823,0.3364977979019561,51.900553160809736,31,33,14,3,5,5,19,23,74,46,85,50,Medium,1,24
20,F,Low,IN,3.34,88.41416382134366,97,4,26.757666666666665,8,8.098469762541686,86.50166156213399,-0.931971189592206,52.86025173775358,19,19,28,4,2,3,91,16,25,92,78,10,Low,0,75
29,F,Medium,DE,2.16,84.7403433057432,22,3,28.257666666666665,7,9.867742455354678,81.46513623618304,-0.7243201936748009,48.95151253614989,21,35,23,5,3,5,29,15,55,75,7,33,Medium,1,54
23,M,Medium,IN,2.94,58.033644495009646,59,0,26.257666666666665,3,8.034519975486141,84.53926693805462,-0.9280054828694986,54.38146781011573,6,6,12,1,5,2,95,69,81,81,90,0,Low,0,52
18,M,Low,CN,2.42,86.95356700977787,66,1,30.757666666666665,4,3.0841802767036954,52.437126498002954,-0.46860500919383585,59.83778277995685,28,15,31,3,6,4,9,9,67,79,28,12,Low,0,32
23,F,Medium,DE,3.72,78.99386237334872,70,2,32.257666666666665,9,7.4438517938333835,71.16327984162174,-0.03782223140493168,73.30025958859724,17,28,15,3,5,1,91,37,34,36,84,30,Low,0,11
23,M,Low,IN,2.42,76.70971303196667,13,4,30.257666666666665,4,11.531179296702419,75.8843543836959,0.6881827319319573,90.18579346317806,48,45,19,5,5,5,99,22,39,61,64,74,High,1,13
28,F,Low,DE,2.17,78.90925051024777,76,2,29.757666666666665,5,9.18801467095629,98.75051135400484,-0.6421752753178136,71.36993429562223,49,23,49,4,4,6,100,32,64,23,66,23,Low,0,12
26,F,Medium,US,3.07,63.89967206058918,19,2,36.757666666666665,4,9.074351244582134,72.48073861843115,-0.2862616736814445,62.34316515843515,3,35,26,3,2,5,41,76,10,84,78,12,Low,0,21
20,F,Medium,IN,2.79,81.92170914661803,41,4,28.757666666666665,11,13.320499969366185,68.2742110382773,-0.9811394461877387,19.99742262251643,32,28,27,5,6,1,45,82,79,33,24,33,Medium,0,12
19,F,High,CN,2.25,66.3560862629069,72,2,30.257666666666665,6,7.10806669606859,87.02883970207266,-0.07311403839651032,100.0,4,45,29,5,3,4,91,36,3,34,7,20,Low,0,1
25,F,Medium,CN,3.26,77.14160290443368,26,1,22.257666666666665,4,7.401360917102123,66.85559874546038,-0.9493472336322011,45.8409367062207,18,44,6,4,2,3,14,83,80,80,77,56,Medium,0,1
18,M,Medium,DE,2.0,81.5626443153821,12,2,33.757666666666665,5,10.992819091206169,77.78032962485302,-0.3554012293496873,46.48752686071302,25,10,6,6,4,5,77,14,79,8,61,29,Low,0,74
21,M,Medium,DE,2.48,90.74037087987614,68,0,22.257666666666665,5,7.864468607539172,77.33575021755426,0.6616844123400354,85.28353970282245,14,23,21,4,6,5,9,76,64,83,62,16,Low,0,2
19,M,Medium,UK,2.71,71.80386840140285,28,2,30.257666666666665,8,7.84951028625585,62.92792083535544,0.8720941159785844,37.97578433696515,40,18,1,6,3,1,35,17,28,52,77,57,Medium,0,6
18,M,Low,UK,3.4,94.51587371845989,83,3,30.757666666666665,6,14.647707501565629,60.358676894543976,-0.2655107492771809,67.4356914016134,0,33,15,5,3,6,79,30,41,1,75,18,Low,0,60
29,F,Medium,IN,3.65,89.46853253515147,90,3,31.257666666666665,4,6.783873524600797,69.52651050151127,-0.43393624848401546,50.74200156182449,44,4,4,4,1,4,26,65,59,100,12,44,Medium,1,67
19,M,Medium,DE,3.55,75.70590257509464,35,2,34.257666666666665,7,7.8025027043272885,63.50774422199778,0.5170692123251306,54.946221226378526,50,12,32,3,5,1,8,32,95,86,15,30,Low,0,10
18,M,Medium,UK,2.92,68.91250733597397,74,1,27.757666666666665,8,11.316675182872498,47.5252305407956,0.39593534332973146,60.99412469992742,37,47,45,4,4,3,45,40,84,89,14,39,Medium,1,311
29,F,Medium,US,1.79,65.56183817769579,22,3,21.257666666666665,7,9.853288428679347,80.8226484008383,-0.2437928257781301,36.12701955066626,50,40,1,5,2,5,65,10,6,88,36,89,High,1,5
20,F,Medium,DE,3.2,82.7175385153314,93,1,30.757666666666665,5,5.87960474344845,78.55523648600855,0.8107123122507545,57.53030294232292,11,41,50,6,4,2,33,62,95,88,51,2,Low,0,58
27,M,Medium,IN,3.74,72.62715850459186,24,3,35.257666666666665,6,15.352051446995208,58.85827698229037,-0.09263296454801706,80.5190725361179,31,33,24,5,3,4,66,47,70,6,69,40,Medium,0,43
18,F,Low,CN,3.62,91.99356805281715,89,1,24.757666666666665,6,7.617198111705661,57.403096385787066,0.8717669543225843,58.50770034335496,38,38,7,3,1,3,56,5,97,61,43,69,High,0,25
19,M,Medium,CN,3.23,73.2047617017173,79,2,30.257666666666665,8,9.263412972473766,77.32922045401025,0.7676669066315398,100.0,17,24,16,1,4,3,69,25,36,54,4,25,Low,0,18
19,F,High,DE,2.41,70.99329019948027,31,4,28.257666666666665,4,11.310469309874843,96.28134184307739,0.8968410904868254,61.83222989744973,11,22,17,6,3,3,2,73,81,96,42,16,Low,0,7
26,F,Low,IN,2.74,82.33626351244314,83,2,28.757666666666665,6,16.4870904164748,85.31164030659905,-0.7823859275552982,36.068276535529726,19,21,17,2,2,4,18,36,11,28,53,23,Low,0,7
25,F,Medium,IN,3.97,73.13953142840577,63,1,33.257666666666665,5,8.77077792710198,88.00955387278334,-0.46588983191941313,49.5691021020734,0,0,16,5,5,2,62,97,52,56,87,0,Low,0,10
23,F,Low,US,2.29,80.08549993368803,67,1,19.257666666666665,8,7.2417661083074085,65.43292186355278,-0.2578288124752246,21.30988350403684,26,16,49,1,2,4,40,91,43,23,26,0,Low,0,28
